1,0
2,0
3,1
4,1
5,0
6,0
7,1
8,1
9,0
10,0
11,1
12,1
13,0
14,0
15,0
16,1
17,1
18,0
19,0
20,1
21,1
22,1
23,1
24,0
25,1
26,1
27,1
28,0
29,1
30,1
31,0
32,0
33,0
34,1
35,0
36,0
37,0
38,1
39,1
40,0
41,0
42,1
43,0
44,1
45,1
46,0
47,0
48,1
49,0
50,0
51,1
52,1
53,0
54,1
55,1
56,1
57,1
58,0
59,0
60,0
61,1
62,0
63,1
64,0
65,1
66,1
67,1
68,1
69,1
